version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Pixel 8a,1760467546255,2025-10-14_18-45-46,America/New_York,android,1.47.0,1ad856da-09e3-4557-98bc-7d3ce11d2ca7,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10|10,false
