time,seconds_elapsed,z,y,x
1764634054535516700,0.2135166015625,-3.2472755908966064,-2.12841796875,-0.5058637857437134
1764634054552270300,0.230270263671875,-3.7939584255218506,-2.044999599456787,-1.239609718322754
1764634054569014500,0.2470146484375,-3.9708375930786133,-1.536207675933838,-1.9356127977371216
1764634054585760800,0.2637607421875,-3.373985528945923,-1.5873122215270996,-2.0654802322387695
1764634054602498000,0.280498046875,-2.235335111618042,-2.2753796577453613,-1.7266144752502441
1764634054619256300,0.29725634765625,-0.9898271560668945,-2.5549049377441406,-1.5462870597839355
1764634054636012000,0.314011962890625,-0.2201557159423828,-2.535810947418213,-1.2641854286193848
1764634054652751000,0.330751220703125,0.11371850967407227,-2.410365104675293,-0.9366801977157593
1764634054669487900,0.34748779296875,0.11307668685913086,-2.25449275970459,-0.6829716563224792
1764634054686240800,0.36424072265625,-0.10094976425170898,-2.143045425415039,-0.5463797450065613
1764634054702988300,0.38098828125,0.015140533447265625,-2.168482780456543,-0.5786654353141785
1764634054719733000,0.39773291015625,0.680030345916748,-2.033751964569092,-0.506894588470459
1764634054736482600,0.414482666015625,1.1580195426940918,-1.8555760383605957,-0.3839924931526184
1764634054753236500,0.431236572265625,1.4637064933776855,-1.7355947494506836,-0.3216787576675415
1764634054769969200,0.44796923828125,1.8368511199951172,-1.7144479751586914,-0.4657215476036072
1764634054786732500,0.464732666015625,2.7151246070861816,-1.676936149597168,-0.6149091720581055
1764634054803484200,0.481484130859375,3.320329189300537,-1.5996460914611816,-0.5877766609191895
1764634054820246300,0.498246337890625,3.1025829315185547,-1.8535583019256592,-0.5977127552032471
1764634054836954000,0.5149541015625,2.8855886459350586,-1.7611067295074463,-0.9333066940307617
1764634054853711000,0.531711181640625,2.5595436096191406,-1.5202345848083496,-0.7529255747795105
1764634054870455600,0.54845556640625,1.6890649795532227,-1.664642095565796,-0.7141178846359253
1764634054887189800,0.565189697265625,1.019418716430664,-1.6846024990081787,-1.114081859588623
1764634054903950600,0.58195068359375,0.5844230651855469,-1.566049337387085,-1.3758891820907593
1764634054920689400,0.598689453125,0.15386486053466797,-1.3607807159423828,-1.5632002353668213
1764634054937454600,0.61545458984375,-0.07607650756835938,-1.4010264873504639,-1.4163315296173096
1764634054954198800,0.63219873046875,0.07098674774169922,-1.6311712265014648,-1.2669944763183594
1764634054970926800,0.6489267578125,0.04752159118652344,-1.9421072006225586,-1.245961308479309
1764634054987688400,0.6656884765625,0.21564292907714844,-2.1265921592712402,-1.2665956020355225
1764634055004438000,0.68243798828125,1.0429916381835938,-2.406202793121338,-1.3620606660842896
1764634055021164300,0.699164306640625,1.4362659454345703,-2.070192575454712,-0.7105543613433838
1764634055037895400,0.7158955078125,1.5534420013427734,-1.5828139781951904,-0.4899060130119324
1764634055054663700,0.73266357421875,1.2023754119873047,-1.1727826595306396,0.12510919570922852
1764634055071411000,0.749410888671875,0.6413469314575195,-0.917844295501709,0.029816031455993652
1764634055088158000,0.766157958984375,0.2558603286743164,-1.0305875539779663,-0.44305914640426636
1764634055104899000,0.782899169921875,-0.049981117248535156,-1.418272614479065,-1.0001492500305176
1764634055121666800,0.799666748046875,-0.9724283218383789,-2.1591012477874756,-0.5078068971633911
1764634055138411300,0.816411376953125,-1.5708985328674316,-1.8837858438491821,-0.9861903190612793
1764634055155154000,0.83315380859375,0.5755500793457031,-1.3717317581176758,-1.791558027267456
1764634055171902000,0.84990185546875,3.2083492279052734,-1.6490309238433838,-0.7623975276947021
1764634055188649500,0.8666494140625,4.6266374588012695,-1.193987250328064,0.13005495071411133
1764634055205387300,0.88338720703125,4.314266204833984,-0.890934407711029,0.20980095863342285
1764634055222148600,0.900148681640625,3.0465831756591797,-0.5366824865341187,-0.24236607551574707
1764634055238887700,0.9168876953125,1.8269052505493164,-0.3418121337890625,-0.8050761222839355
1764634055255633000,0.9336328125,1.2948455810546875,-0.5707025527954102,-1.2288165092468262
1764634055272365000,0.950364990234375,2.04056453704834,-0.6709284782409668,-1.2442076206207275
1764634055289116400,0.967116455078125,3.3051023483276367,-0.21455976366996765,-1.312263011932373
1764634055305861000,0.983861083984375,2.7164907455444336,-0.9121983647346497,-2.4856719970703125
1764634055322608600,1.000608642578125,2.3298568725585938,-1.262263298034668,-1.9177048206329346
1764634055339353300,1.017353271484375,2.0311050415039062,-2.108436346054077,-1.1637470722198486
1764634055356102100,1.03410205078125,2.8352012634277344,-2.324160575866699,-1.8334681987762451
1764634055372847600,1.05084765625,4.485459327697754,-1.5151118040084839,-1.6389153003692627
1764634055389594400,1.067594482421875,5.2705583572387695,-1.7170000076293945,-0.8103852272033691
1764634055406339000,1.084339111328125,5.5262556076049805,-1.5906071662902832,0.17041683197021484
1764634055423076000,1.101076171875,5.277650833129883,-1.6990060806274414,-0.13747835159301758
1764634055439847000,1.117846923828125,4.812971115112305,-1.7115089893341064,-0.19260716438293457
1764634055456591400,1.13459130859375,2.3205060958862305,-1.27317214012146,-0.9453816413879395
1764634055473323300,1.1513232421875,-0.5960588455200195,-0.731844961643219,-0.8990604877471924
1764634055490073000,1.168072998046875,-2.0662808418273926,-0.1993308663368225,-0.6446583271026611
1764634055506819800,1.18481982421875,-0.5665149688720703,-1.1481003761291504,0.2597198486328125
1764634055523566000,1.201566162109375,0.9795722961425781,-1.1155412197113037,-0.19528436660766602
1764634055540311600,1.2183115234375,1.1517629623413086,-1.3147591352462769,-0.5249087810516357
1764634055557044500,1.23504443359375,0.8217983245849609,-1.5086004734039307,-0.8421580791473389
1764634055573807400,1.251807373046875,0.2578573226928711,-1.4958570003509521,-0.7795140743255615
1764634055590550500,1.268550537109375,-0.10353565216064453,-1.214384913444519,-0.776914119720459
1764634055607282400,1.285282470703125,-0.1611795425415039,-1.0765726566314697,-1.0911750793457031
1764634055624044800,1.302044921875,0.6390104293823242,-1.6052484512329102,-0.9545900821685791
1764634055640788700,1.318788818359375,0.608057975769043,-1.780691146850586,-0.8952662944793701
1764634055657524000,1.33552392578125,-0.15668869018554688,-1.5707494020462036,-1.2095887660980225
1764634055674304000,1.352303955078125,-0.7796468734741211,-1.4580600261688232,-1.8811042308807373
1764634055691044900,1.369044921875,-0.3321967124938965,-1.4471676349639893,-2.5326194763183594
1764634055707769300,1.385769287109375,0.5378379821777344,-1.3418803215026855,-3.002582550048828
1764634055724545000,1.402544921875,0.07736968994140625,-0.45038461685180664,-2.2772533893585205
1764634055741279700,1.41927978515625,-1.6987624168395996,-0.5488204956054688,0.11925554275512695
1764634055758011000,1.436010986328125,-4.0684494972229,-0.9164249897003174,0.7142343521118164
