time,seconds_elapsed,z,y,x
1764544901400472800,0.163472900390625,-0.16539175808429718,0.0682641938328743,-0.12767083942890167
1764544901417564700,0.180564697265625,-0.16768251359462738,0.07223481684923172,-0.15714508295059204
1764544901434655200,0.1976552734375,-0.014813481830060482,0.16019940376281738,-0.05711590126156807
1764544901451742700,0.21474267578125,0.2938261926174164,0.347276896238327,0.19165897369384766
1764544901468838700,0.231838623046875,0.6641632318496704,0.6948592066764832,0.394008070230484
1764544901485953300,0.248953369140625,0.7982481718063354,1.135140299797058,0.4132503271102905
1764544901503058200,0.26605810546875,0.7974845767021179,1.1450668573379517,0.20143280923366547
1764544901520164900,0.283164794921875,0.6091853380203247,0.9071348905563354,-0.08185594528913498
1764544901537251000,0.3002509765625,0.45494189858436584,0.5422956347465515,-0.30970868468284607
1764544901554357800,0.317357666015625,0.3822489380836487,0.33887749910354614,-0.43615779280662537
1764544901571445200,0.3344453125,0.3478877544403076,0.21151208877563477,-0.46960264444351196
1764544901588548400,0.35154833984375,0.0913243517279625,0.48808133602142334,-0.4346306324005127
1764544901605646600,0.368646484375,-0.13041973114013672,0.18188512325286865,-0.12278391420841217
1764544901622742800,0.38574267578125,-0.18784105777740479,-0.16462817788124084,0.07895433157682419
1764544901639833600,0.40283349609375,-0.1359175145626068,-0.3205515444278717,0.19196440279483795
1764544901656921600,0.419921630859375,-0.06444628536701202,-0.3013092875480652,0.2217440903186798
1764544901674028800,0.43702880859375,0.07116580009460449,-0.34636059403419495,0.23808473348617554
1764544901691122000,0.454121826171875,0.037110064178705215,-0.8365799784660339,0.30863967537879944
1764544901708223500,0.471223388671875,-0.004428773187100887,-1.677588701248169,0.42562034726142883
1764544901725313300,0.488313232421875,-0.14645494520664215,-2.518139362335205,0.43020185828208923
1764544901742413300,0.505413330078125,-0.43447789549827576,-2.9239065647125244,0.34773504734039307
1764544901759515400,0.522515380859375,-0.7272350788116455,-2.7093400955200195,0.16142113506793976
1764544901776589000,0.539589111328125,-0.8996517658233643,-1.7789922952651978,-0.04260785132646561
1764544901793699600,0.556699462890625,-0.8295549750328064,-0.9569203853607178,-0.20983220636844635
1764544901810796800,0.573796875,-0.6624833345413208,-0.8093964457511902,-0.2822197377681732
1764544901827887000,0.59088720703125,-0.5354233980178833,-0.9853256344795227,-0.2886338233947754
1764544901844993300,0.6079931640625,-0.4259257912635803,-1.0728321075439453,-0.4505131244659424
1764544901862090000,0.625090087890625,-0.4738787114620209,-1.1494957208633423,-0.9017898440361023
1764544901879179500,0.642179443359375,-0.6676757335662842,-1.2079859972000122,-1.4167492389678955
1764544901896285200,0.65928515625,-0.6166684627532959,-1.2090550661087036,-1.5774067640304565
1764544901913378600,0.676378662109375,-0.3550654351711273,-1.073290228843689,-1.3735305070877075
1764544901930454300,0.693454345703125,-0.13148874044418335,-0.4755585789680481,-0.8996517658233643
1764544901947574800,0.71057470703125,0.022907447069883347,0.17531833052635193,-0.6020076870918274
1764544901964667400,0.72766748046875,0.17302757501602173,0.12446379661560059,-0.49327367544174194
1764544901981760800,0.7447607421875,0.14385876059532166,0.0006108652451075613,-0.34865134954452515
1764544901998859800,0.76185986328125,0.03588833287358284,0.07528914511203766,-0.1742493063211441
1764544902015957500,0.77895751953125,-0.038637228310108185,0.1595885455608368,0.11316278576850891
1764544902033044200,0.796044189453125,-0.11591167747974396,0.4873177409172058,0.2744311988353729
1764544902050149600,0.813149658203125,-0.16050484776496887,0.4859432876110077,0.39187005162239075
1764544902067246000,0.83024609375,-0.30772337317466736,0.4509712755680084,0.3243694305419922
1764544902084338700,0.847338623046875,-0.5006040930747986,0.5097670555114746,0.07284568250179291
1764544902101434400,0.864434326171875,-0.44165557622909546,0.8074111342430115,-0.24113905429840088
1764544902118533400,0.881533447265625,-0.32620203495025635,1.0575604438781738,-0.5247332453727722
1764544902135626000,0.8986259765625,-0.4060726761817932,1.171028733253479,-0.5021312236785889
1764544902152714500,0.915714599609375,-0.451123982667923,0.4155410826206207,-0.36651915311813354
1764544902169827300,0.932827392578125,-0.17088955640792847,0.012828170321881771,-0.17608191072940826
1764544902186923500,0.949923583984375,0.08567385375499725,-0.2551889419555664,-0.05161811411380768
1764544902204022500,0.9670224609375,0.2272418737411499,-0.1589776873588562,-0.2967278063297272
1764544902221130000,0.9841298828125,0.3669773042201996,0.2997821271419525,-0.6386595964431763
1764544902238245600,1.00124560546875,0.3810271918773651,0.627358615398407,-0.7127270102500916
1764544902255270400,1.0182705078125,0.3020728528499603,0.5199990272521973,-0.5867360830307007
1764544902272041200,1.035041259765625,0.35674530267715454,-0.1186605766415596,-0.18478673696517944
1764544902288790500,1.05179052734375,0.35384368896484375,-0.6863071322441101,0.3020728528499603
1764544902305563400,1.0685634765625,0.24404066801071167,-0.8600982427597046,0.664315938949585
1764544902322318000,1.085318115234375,0.2658790946006775,-1.0653489828109741,1.0093021392822266
1764544902339074000,1.102073974609375,-0.0887281745672226,-0.5571091175079346,1.027475357055664
1764544902355841000,1.118841064453125,-0.45723262429237366,-0.29046642780303955,0.8026769161224365
1764544902372608000,1.13560791015625,-0.6742424964904785,-0.33429601788520813,0.6244570016860962
1764544902389356800,1.152356689453125,-0.8258898258209229,-0.24113905429840088,0.5287038683891296
1764544902406124000,1.1691240234375,-1.0731375217437744,-0.3101668357849121,0.5357288122177124
1764544902422891500,1.1858916015625,-1.369254469871521,-0.5145012736320496,0.6288857460021973
1764544902439615000,1.202614990234375,-1.734704613685608,-0.5978843569755554,0.7849618196487427
1764544902456381700,1.219381591796875,-1.5616769790649414,-0.24587325751781464,0.6287330389022827
1764544902473169000,1.2361689453125,-0.6878342628479004,-0.0708603709936142,0.42500948905944824
1764544902489930000,1.252929931640625,-0.4283692538738251,0.027030786499381065,0.365755558013916
1764544902506697200,1.269697265625,-0.29245173931121826,-0.12736541032791138,0.57436603307724
1764544902523452000,1.286451904296875,-0.1612684279680252,-0.4834998548030853,0.7316638231277466
1764544902540211700,1.303211669921875,-0.11652254313230515,-0.8707883954048157,0.6704245805740356
1764544902556977400,1.319977294921875,-0.1713477075099945,-0.8823948502540588,0.4124867618083954
1764544902573731000,1.33673095703125,-0.05757404863834381,-0.44394633173942566,0.26053401827812195
1764544902590497000,1.3534970703125,0.2919935882091522,0.076052725315094,0.370947927236557
1764544902607251500,1.37025146484375,0.5025894045829773,0.28237244486808777,0.5823072791099548
1764544902624025600,1.387025634765625,0.4202753007411957,0.4674646258354187,0.5658139586448669
